transaction_id,customer_id,transaction_date,subtotal,promotion_id,final_amount,true_segment,used_promo
T001543,C0264,2024-02-28,719.86,NONE,719.86,At-Risk,0
T001544,C0264,2024-03-11,923.67,P_LOYAL,785.12,At-Risk,1
T001545,C0264,2024-05-25,758.86,P_PAYDAY,708.86,At-Risk,1
T001546,C0264,2024-04-16,961.88,NONE,961.88,At-Risk,0
T001547,C0264,2024-03-27,402.32,NONE,402.32,At-Risk,0
T001548,C0265,2024-06-01,2164.91,P_MIDYEAR,1964.91,At-Risk,1
T001549,C0265,2024-03-14,1301.27,NONE,1301.27,At-Risk,0
T001550,C0265,2024-06-24,1237.52,P_CHAMPION,990.02,At-Risk,1
T001551,C0265,2024-03-06,2287.0,NONE,2287.0,At-Risk,0
T001552,C0265,2024-02-02,2373.23,NONE,2373.23,At-Risk,0
T001553,C0265,2024-05-27,757.54,NONE,757.54,At-Risk,0
T001554,C0265,2024-06-08,2852.86,NONE,2852.86,At-Risk,0
T001555,C0265,2024-03-28,2989.79,NONE,2989.79,At-Risk,0
T001556,C0265,2024-01-30,2675.28,NONE,2675.28,At-Risk,0
T001557,C0265,2024-02-10,1274.15,NONE,1274.15,At-Risk,0
T001558,C0265,2024-06-04,2140.91,P_MIDYEAR,1940.91,At-Risk,1
T001559,C0265,2024-01-25,1753.6,NONE,1753.6,At-Risk,0
T001560,C0266,2024-01-05,704.19,NONE,704.19,At-Risk,0
T001561,C0266,2024-04-10,957.47,P_PAYDAY,907.47,At-Risk,1
T001562,C0266,2024-02-23,803.63,P_PAYDAY,753.63,At-Risk,1
T001563,C0266,2024-01-11,987.41,NONE,987.41,At-Risk,0
T001564,C0266,2024-06-13,366.15,NONE,366.15,At-Risk,0
T001565,C0266,2024-03-19,578.96,NONE,578.96,At-Risk,0
T001566,C0267,2024-02-03,63.56,NONE,63.56,Champion,0
T001567,C0268,2024-04-29,99.13,P_WEEKEND,69.13,Champion,1
T001568,C0268,2024-02-27,166.94,P_PAYDAY,116.94,Champion,1
T001569,C0269,2024-04-15,287.89,P_WEEKEND,257.89,At-Risk,1
T001570,C0269,2024-06-09,422.4,NONE,422.4,At-Risk,0
T001571,C0269,2024-06-12,506.18,P_PAYDAY,456.18,At-Risk,1
T001572,C0269,2024-05-19,768.89,P_WEEKEND,738.89,At-Risk,1
T001573,C0269,2024-03-07,896.56,P_LOYAL,762.08,At-Risk,1
T001574,C0270,2024-02-09,64.12,P_PAYDAY,14.12,Champion,1
T001575,C0271,2024-05-18,341.79,NONE,341.79,Champion,0
T001576,C0271,2024-03-24,484.96,NONE,484.96,Champion,0
T001577,C0271,2024-06-24,212.59,P_LOYAL,180.7,Champion,1
T001578,C0271,2024-04-10,221.31,P_WEEKEND,191.31,Champion,1
T001579,C0271,2024-01-13,731.12,P_NEWYEAR,658.01,Champion,1
T001580,C0271,2024-02-23,883.75,P_WEEKEND,853.75,Champion,1
T001581,C0271,2024-01-31,493.21,P_PAYDAY,443.21,Champion,1
T001582,C0271,2024-05-03,260.84,NONE,260.84,Champion,0
T001583,C0271,2024-01-18,320.94,NONE,320.94,Champion,0
T001584,C0272,2024-03-07,789.94,P_PAYDAY,739.94,Champion,1
T001585,C0272,2024-05-12,423.46,NONE,423.46,Champion,0
T001586,C0272,2024-04-09,507.65,NONE,507.65,Champion,0
T001587,C0272,2024-03-28,541.87,NONE,541.87,Champion,0
T001588,C0272,2024-04-16,848.86,NONE,848.86,Champion,0
T001589,C0272,2024-02-27,997.76,NONE,997.76,Champion,0
T001590,C0272,2024-01-16,527.65,P_WEEKEND,497.65,Champion,1
T001591,C0273,2024-04-20,376.48,NONE,376.48,New,0
T001592,C0273,2024-01-11,208.5,NONE,208.5,New,0
T001593,C0273,2024-02-17,267.17,P_WEEKEND,237.17,New,1
T001594,C0274,2024-03-20,132.32,NONE,132.32,At-Risk,0
T001595,C0274,2024-06-15,169.43,NONE,169.43,At-Risk,0
T001596,C0275,2024-02-23,609.92,NONE,609.92,Loyal,0
T001597,C0275,2024-03-15,634.74,NONE,634.74,Loyal,0
T001598,C0275,2024-05-21,829.57,NONE,829.57,Loyal,0
T001599,C0275,2024-03-27,309.89,P_LOYAL,263.41,Loyal,1
T001600,C0275,2024-03-27,271.39,NONE,271.39,Loyal,0
T001601,C0275,2024-02-09,3719.81,NONE,3719.81,Loyal,0
T001602,C0275,2024-01-17,822.02,P_LOYAL,698.72,Loyal,1
T001603,C0275,2024-06-13,533.03,P_WEEKEND,503.03,Loyal,1
T001604,C0276,2024-02-24,933.17,NONE,933.17,Loyal,0
T001605,C0276,2024-02-01,606.13,NONE,606.13,Loyal,0
T001606,C0276,2024-03-19,205.59,NONE,205.59,Loyal,0
T001607,C0276,2024-02-25,760.43,NONE,760.43,Loyal,0
T001608,C0276,2024-01-22,208.84,NONE,208.84,Loyal,0
T001609,C0276,2024-06-28,867.16,P_MIDYEAR,667.16,Loyal,1
T001610,C0276,2024-01-15,760.99,NONE,760.99,Loyal,0
T001611,C0277,2024-05-28,934.21,NONE,934.21,Loyal,0
T001612,C0277,2024-05-06,435.79,NONE,435.79,Loyal,0
T001613,C0277,2024-01-16,459.38,P_LOYAL,390.47,Loyal,1
T001614,C0277,2024-01-17,757.15,P_WEEKEND,727.15,Loyal,1
T001615,C0277,2024-05-10,5922.65,P_LOYAL,5034.25,Loyal,1
T001616,C0278,2024-01-16,1793.54,NONE,1793.54,New,0
T001617,C0278,2024-03-01,2835.49,NONE,2835.49,New,0
T001618,C0278,2024-03-16,1397.31,P_CHAMPION,1117.85,New,1
T001619,C0278,2024-06-13,1662.39,NONE,1662.39,New,0
T001620,C0278,2024-06-05,1769.51,P_PAYDAY,1719.51,New,1
T001621,C0278,2024-03-04,2371.46,NONE,2371.46,New,0
T001622,C0278,2024-04-06,1888.2,P_DOUBLE_SALE,1661.62,New,1
T001623,C0278,2024-01-16,759.42,NONE,759.42,New,0
T001624,C0278,2024-04-28,1667.32,P_PAYDAY,1617.32,New,1
T001625,C0279,2024-06-25,143.95,NONE,143.95,At-Risk,0
T001626,C0279,2024-01-15,73.53,P_NEWYEAR,66.18,At-Risk,1
T001627,C0280,2024-05-27,109.04,NONE,109.04,Champion,0
T001628,C0280,2024-05-12,152.13,NONE,152.13,Champion,0
T001629,C0281,2024-01-24,725.6,P_WEEKEND,695.6,Champion,1
T001630,C0281,2024-05-18,1289.1,NONE,1289.1,Champion,0
T001631,C0281,2024-04-01,2409.12,NONE,2409.12,Champion,0
T001632,C0281,2024-01-27,1928.79,NONE,1928.79,Champion,0
T001633,C0281,2024-02-13,1054.16,P_PAYDAY,1004.16,Champion,1
T001634,C0281,2024-05-04,2311.96,NONE,2311.96,Champion,0
T001635,C0281,2024-02-07,1787.03,NONE,1787.03,Champion,0
T001636,C0281,2024-01-30,1719.89,NONE,1719.89,Champion,0
T001637,C0281,2024-03-06,2271.4,P_CHAMPION,1817.12,Champion,1
T001638,C0281,2024-01-13,2400.68,NONE,2400.68,Champion,0
T001639,C0281,2024-04-29,800.54,NONE,800.54,Champion,0
T001640,C0281,2024-04-06,2148.23,NONE,2148.23,Champion,0
T001641,C0281,2024-06-04,2409.64,NONE,2409.64,Champion,0
T001642,C0281,2024-06-23,2468.72,NONE,2468.72,Champion,0
T001643,C0282,2024-01-28,2462.95,NONE,2462.95,Champion,0
T001644,C0282,2024-04-11,1181.12,P_CHAMPION,944.9,Champion,1
T001645,C0282,2024-02-29,1202.07,P_PAYDAY,1152.07,Champion,1
T001646,C0282,2024-05-19,1778.83,NONE,1778.83,Champion,0
T001647,C0282,2024-05-17,2164.48,NONE,2164.48,Champion,0
T001648,C0282,2024-06-11,1496.5,P_WEEKEND,1466.5,Champion,1
T001649,C0282,2024-01-24,1520.03,NONE,1520.03,Champion,0
T001650,C0282,2024-04-13,2697.07,P_CHAMPION,2157.66,Champion,1
T001651,C0282,2024-01-01,1271.88,P_CHAMPION,1017.5,Champion,1
T001652,C0283,2024-01-09,87.12,NONE,87.12,At-Risk,0
T001653,C0283,2024-04-15,179.71,P_PAYDAY,129.71,At-Risk,1
T001654,C0284,2024-02-28,336.21,P_WEEKEND,306.21,New,1
T001655,C0284,2024-04-18,345.48,NONE,345.48,New,0
T001656,C0284,2024-02-26,353.08,NONE,353.08,New,0
T001657,C0285,2024-02-22,393.37,P_WINBACK,295.03,Loyal,1
T001658,C0285,2024-03-27,318.92,NONE,318.92,Loyal,0
T001659,C0286,2024-04-08,2491.0,P_PAYDAY,2441.0,Champion,1
T001660,C0286,2024-01-13,1362.38,P_NEWYEAR,1226.14,Champion,1
T001661,C0286,2024-01-12,1192.65,NONE,1192.65,Champion,0
T001662,C0286,2024-05-01,2388.93,NONE,2388.93,Champion,0
T001663,C0286,2024-06-26,1548.54,NONE,1548.54,Champion,0
T001664,C0286,2024-02-07,736.64,NONE,736.64,Champion,0
T001665,C0286,2024-05-09,2361.27,P_PAYDAY,2311.27,Champion,1
T001666,C0286,2024-04-25,2476.94,P_PAYDAY,2426.94,Champion,1
T001667,C0286,2024-04-04,14387.47,P_PAYDAY,14337.47,Champion,1
T001668,C0286,2024-01-04,1449.64,NONE,1449.64,Champion,0
T001669,C0287,2024-05-22,50.94,P_PAYDAY,0.94,Champion,1
T001670,C0287,2024-04-08,111.55,NONE,111.55,Champion,0
T001671,C0288,2024-03-25,475.45,NONE,475.45,New,0
T001672,C0288,2024-03-25,361.89,NONE,361.89,New,0
T001673,C0288,2024-04-28,256.96,NONE,256.96,New,0
T001674,C0288,2024-02-20,858.84,P_LOYAL,730.01,New,1
T001675,C0288,2024-05-22,588.38,NONE,588.38,New,0
T001676,C0288,2024-04-17,373.6,NONE,373.6,New,0
T001677,C0288,2024-01-09,467.53,P_LOYAL,397.4,New,1
T001678,C0288,2024-01-30,249.45,P_LOYAL,212.03,New,1
T001679,C0289,2024-05-13,219.94,NONE,219.94,Loyal,0
T001680,C0289,2024-04-27,292.32,NONE,292.32,Loyal,0
T001681,C0290,2024-01-31,142.34,NONE,142.34,New,0
T001682,C0291,2024-05-10,1942.79,P_CHAMPION,1554.23,At-Risk,1
T001683,C0291,2024-05-19,1783.48,P_WEEKEND,1753.48,At-Risk,1
T001684,C0291,2024-02-16,1061.3,P_WEEKEND,1031.3,At-Risk,1
T001685,C0291,2024-04-10,1367.94,NONE,1367.94,At-Risk,0
T001686,C0291,2024-02-18,2379.72,P_CHAMPION,1903.78,At-Risk,1
T001687,C0291,2024-02-29,2478.83,P_PAYDAY,2428.83,At-Risk,1
T001688,C0291,2024-06-27,2225.07,NONE,2225.07,At-Risk,0
T001689,C0291,2024-01-09,2121.71,NONE,2121.71,At-Risk,0
T001690,C0291,2024-04-29,1217.02,P_WEEKEND,1187.02,At-Risk,1
T001691,C0291,2024-05-15,1375.8,P_PAYDAY,1325.8,At-Risk,1
T001692,C0291,2024-05-11,1416.8,NONE,1416.8,At-Risk,0
T001693,C0291,2024-02-06,2821.98,P_PAYDAY,2771.98,At-Risk,1
T001694,C0291,2024-03-15,1013.3,P_CHAMPION,810.64,At-Risk,1
T001695,C0291,2024-01-11,2132.86,P_WEEKEND,2102.86,At-Risk,1
T001696,C0291,2024-02-22,1297.05,P_WEEKEND,1267.05,At-Risk,1
T001697,C0291,2024-06-03,1702.17,P_PAYDAY,1652.17,At-Risk,1
T001698,C0291,2024-02-07,2501.73,NONE,2501.73,At-Risk,0
T001699,C0291,2024-03-24,1810.01,NONE,1810.01,At-Risk,0
T001700,C0291,2024-04-01,634.87,P_PAYDAY,584.87,At-Risk,1
T001701,C0292,2024-02-16,726.92,NONE,726.92,Loyal,0
T001702,C0292,2024-03-22,570.38,NONE,570.38,Loyal,0
T001703,C0292,2024-05-18,541.85,NONE,541.85,Loyal,0
T001704,C0292,2024-02-16,4802.08,NONE,4802.08,Loyal,0
T001705,C0292,2024-02-22,285.59,NONE,285.59,Loyal,0
T001706,C0292,2024-06-17,519.24,P_PAYDAY,469.24,Loyal,1
T001707,C0292,2024-06-12,264.95,NONE,264.95,Loyal,0
T001708,C0292,2024-05-26,283.37,P_WEEKEND,253.37,Loyal,1
T001709,C0292,2024-01-17,922.58,NONE,922.58,Loyal,0
T001710,C0293,2024-03-15,1144.51,P_WEEKEND,1114.51,Loyal,1
T001711,C0293,2024-04-23,1118.35,P_PAYDAY,1068.35,Loyal,1
T001712,C0293,2024-01-09,1354.25,P_WEEKEND,1324.25,Loyal,1
T001713,C0293,2024-02-02,626.5,NONE,626.5,Loyal,0
T001714,C0293,2024-03-29,697.58,P_PAYDAY,647.58,Loyal,1
T001715,C0293,2024-02-18,1243.5,NONE,1243.5,Loyal,0
T001716,C0293,2024-03-08,2303.21,NONE,2303.21,Loyal,0
T001717,C0293,2024-03-16,2868.07,P_CHAMPION,2294.46,Loyal,1
T001718,C0293,2024-01-09,946.9,NONE,946.9,Loyal,0
T001719,C0294,2024-02-10,974.13,NONE,974.13,Champion,0
T001720,C0294,2024-05-30,259.0,P_WEEKEND,229.0,Champion,1
T001721,C0294,2024-02-14,324.6,NONE,324.6,Champion,0
T001722,C0294,2024-03-14,569.56,NONE,569.56,Champion,0
T001723,C0294,2024-06-11,436.97,NONE,436.97,Champion,0
T001724,C0294,2024-02-16,898.55,P_LOYAL,763.77,Champion,1
T001725,C0294,2024-05-03,305.72,P_PAYDAY,255.72,Champion,1
T001726,C0294,2024-02-26,689.34,NONE,689.34,Champion,0
T001727,C0294,2024-04-20,972.71,NONE,972.71,Champion,0
T001728,C0295,2024-02-20,298.64,NONE,298.64,At-Risk,0
T001729,C0295,2024-04-08,680.77,NONE,680.77,At-Risk,0
T001730,C0295,2024-03-12,215.99,NONE,215.99,At-Risk,0
T001731,C0295,2024-02-27,202.38,P_LOYAL,172.02,At-Risk,1
T001732,C0295,2024-06-19,380.56,NONE,380.56,At-Risk,0
T001733,C0295,2024-05-20,540.8,P_WEEKEND,510.8,At-Risk,1
T001734,C0295,2024-04-22,443.83,NONE,443.83,At-Risk,0
T001735,C0295,2024-06-01,791.07,P_WEEKEND,761.07,At-Risk,1
T001736,C0296,2024-04-25,183.44,NONE,183.44,New,0
T001737,C0296,2024-04-15,153.44,P_PAYDAY,103.44,New,1
T001738,C0297,2024-04-17,646.2,P_WEEKEND,616.2,At-Risk,1
T001739,C0297,2024-03-06,975.42,NONE,975.42,At-Risk,0
T001740,C0297,2024-06-21,634.61,P_MIDYEAR,434.61,At-Risk,1
T001741,C0297,2024-01-12,819.89,P_LOYAL,696.91,At-Risk,1
T001742,C0297,2024-06-14,663.63,NONE,663.63,At-Risk,0
T001743,C0297,2024-02-03,414.86,P_WEEKEND,384.86,At-Risk,1
T001744,C0297,2024-03-10,317.28,NONE,317.28,At-Risk,0
T001745,C0297,2024-05-20,381.35,NONE,381.35,At-Risk,0
T001746,C0298,2024-01-25,880.28,NONE,880.28,At-Risk,0
T001747,C0298,2024-01-06,352.6,NONE,352.6,At-Risk,0
T001748,C0298,2024-04-06,253.69,NONE,253.69,At-Risk,0
T001749,C0299,2024-06-02,108.99,P_WEEKEND,78.99,Champion,1
T001750,C0299,2024-05-27,188.08,P_WEEKEND,158.08,Champion,1
T001751,C0300,2024-01-17,85.73,P_WELCOME,0.0,New,1
T001752,C0300,2024-03-14,175.59,P_PAYDAY,125.59,New,1
T001753,C0301,2024-05-12,247.38,NONE,247.38,New,0
T001754,C0301,2024-05-21,246.41,NONE,246.41,New,0
T001755,C0301,2024-06-10,169.24,NONE,169.24,New,0
T001756,C0302,2024-01-13,716.24,P_NEWYEAR,644.62,Loyal,1
T001757,C0302,2024-06-26,857.16,NONE,857.16,Loyal,0
T001758,C0302,2024-05-10,994.96,NONE,994.96,Loyal,0
T001759,C0302,2024-06-04,538.24,NONE,538.24,Loyal,0
T001760,C0302,2024-05-10,871.93,P_PAYDAY,821.93,Loyal,1
T001761,C0302,2024-06-16,726.11,NONE,726.11,Loyal,0
T001762,C0302,2024-03-27,461.58,NONE,461.58,Loyal,0
T001763,C0303,2024-04-19,26913.83,NONE,26913.83,New,0
T001764,C0303,2024-02-02,2614.01,NONE,2614.01,New,0
T001765,C0303,2024-03-27,1515.64,P_WEEKEND,1485.64,New,1
T001766,C0303,2024-04-13,1164.93,P_WEEKEND,1134.93,New,1
T001767,C0303,2024-06-27,2244.55,P_MIDYEAR,2044.55,New,1
T001768,C0303,2024-01-15,1123.39,P_WEEKEND,1093.39,New,1
T001769,C0303,2024-02-16,2315.02,NONE,2315.02,New,0
T001770,C0303,2024-01-08,2674.07,NONE,2674.07,New,0
T001771,C0303,2024-03-24,1811.55,NONE,1811.55,New,0
T001772,C0303,2024-03-20,1104.24,NONE,1104.24,New,0
T001773,C0303,2024-05-29,576.95,NONE,576.95,New,0
T001774,C0303,2024-06-24,2600.84,NONE,2600.84,New,0
T001775,C0303,2024-01-05,1392.29,NONE,1392.29,New,0
T001776,C0303,2024-02-15,1597.95,NONE,1597.95,New,0
T001777,C0303,2024-04-11,2961.74,NONE,2961.74,New,0
T001778,C0304,2024-04-24,2542.25,NONE,2542.25,At-Risk,0
T001779,C0304,2024-04-28,1841.73,NONE,1841.73,At-Risk,0
T001780,C0304,2024-02-18,1012.39,NONE,1012.39,At-Risk,0
T001781,C0304,2024-04-07,1728.29,NONE,1728.29,At-Risk,0
T001782,C0304,2024-01-25,1747.28,P_PAYDAY,1697.28,At-Risk,1
T001783,C0304,2024-01-16,1099.79,NONE,1099.79,At-Risk,0
T001784,C0304,2024-03-22,2643.48,P_WEEKEND,2613.48,At-Risk,1
T001785,C0304,2024-01-16,2136.98,NONE,2136.98,At-Risk,0
T001786,C0305,2024-06-25,378.35,P_PAYDAY,328.35,At-Risk,1
T001787,C0305,2024-01-20,291.98,NONE,291.98,At-Risk,0
T001788,C0306,2024-06-26,2674.22,P_CHAMPION,2139.38,At-Risk,1
T001789,C0306,2024-04-10,1625.78,P_PAYDAY,1575.78,At-Risk,1
T001790,C0306,2024-04-28,1995.25,P_PAYDAY,1945.25,At-Risk,1
T001791,C0306,2024-03-20,1032.77,P_WEEKEND,1002.77,At-Risk,1
T001792,C0306,2024-05-05,1425.87,NONE,1425.87,At-Risk,0
T001793,C0306,2024-06-19,1356.59,NONE,1356.59,At-Risk,0
T001794,C0306,2024-04-27,2199.71,P_PAYDAY,2149.71,At-Risk,1
T001795,C0306,2024-01-12,1632.83,NONE,1632.83,At-Risk,0
T001796,C0306,2024-02-07,1200.72,P_WEEKEND,1170.72,At-Risk,1
T001797,C0306,2024-04-23,21278.54,P_WEEKEND,21248.54,At-Risk,1
T001798,C0306,2024-01-06,2827.08,P_WEEKEND,2797.08,At-Risk,1
T001799,C0306,2024-02-01,869.19,P_CHAMPION,695.35,At-Risk,1
T001800,C0306,2024-05-24,738.94,P_WEEKEND,708.94,At-Risk,1
T001801,C0307,2024-06-06,264.01,NONE,264.01,New,0
T001802,C0307,2024-02-28,962.26,NONE,962.26,New,0
T001803,C0307,2024-03-03,371.2,P_WEEKEND,341.2,New,1
T001804,C0307,2024-04-19,460.53,P_WEEKEND,430.53,New,1
T001805,C0307,2024-04-12,859.66,P_LOYAL,730.71,New,1
T001806,C0307,2024-04-16,342.15,NONE,342.15,New,0
T001807,C0307,2024-03-18,562.91,NONE,562.91,New,0
T001808,C0308,2024-05-07,1653.01,NONE,1653.01,At-Risk,0
T001809,C0308,2024-04-15,2950.25,P_WEEKEND,2920.25,At-Risk,1
T001810,C0308,2024-02-18,2659.54,NONE,2659.54,At-Risk,0
T001811,C0308,2024-04-28,2971.01,NONE,2971.01,At-Risk,0
T001812,C0308,2024-03-02,904.89,P_PAYDAY,854.89,At-Risk,1
T001813,C0308,2024-01-08,2815.44,NONE,2815.44,At-Risk,0
T001814,C0308,2024-04-14,1078.63,NONE,1078.63,At-Risk,0
T001815,C0308,2024-02-02,762.67,NONE,762.67,At-Risk,0
T001816,C0308,2024-06-25,2267.54,NONE,2267.54,At-Risk,0
T001817,C0308,2024-05-23,2499.93,NONE,2499.93,At-Risk,0
T001818,C0308,2024-05-10,2455.25,NONE,2455.25,At-Risk,0
T001819,C0308,2024-05-04,1788.44,NONE,1788.44,At-Risk,0
T001820,C0308,2024-05-11,2682.18,NONE,2682.18,At-Risk,0
T001821,C0308,2024-04-05,2565.12,NONE,2565.12,At-Risk,0
T001822,C0309,2024-01-13,316.79,P_NEWYEAR,285.11,Champion,1
T001823,C0309,2024-04-02,211.58,NONE,211.58,Champion,0
T001824,C0309,2024-02-06,351.1,NONE,351.1,Champion,0
T001825,C0310,2024-01-22,609.39,P_LOYAL,517.98,Loyal,1
T001826,C0310,2024-06-11,577.17,NONE,577.17,Loyal,0
T001827,C0310,2024-01-03,414.24,NONE,414.24,Loyal,0
T001828,C0310,2024-01-17,994.88,NONE,994.88,Loyal,0
T001829,C0310,2024-04-01,993.26,P_LOYAL,844.27,Loyal,1
T001830,C0310,2024-01-05,607.12,P_LOYAL,516.05,Loyal,1
T001831,C0311,2024-06-01,1385.42,NONE,1385.42,New,0
T001832,C0311,2024-03-08,1407.16,NONE,1407.16,New,0
T001833,C0311,2024-04-25,1448.1,NONE,1448.1,New,0
T001834,C0311,2024-05-10,819.03,NONE,819.03,New,0
T001835,C0311,2024-06-25,2553.77,P_CHAMPION,2043.02,New,1
T001836,C0311,2024-04-11,862.48,P_WEEKEND,832.48,New,1
T001837,C0311,2024-01-22,2903.4,NONE,2903.4,New,0
T001838,C0311,2024-05-06,2754.18,P_PAYDAY,2704.18,New,1
T001839,C0311,2024-03-26,608.89,P_CHAMPION,487.11,New,1
T001840,C0311,2024-01-26,2504.09,NONE,2504.09,New,0
T001841,C0311,2024-01-02,2648.39,NONE,2648.39,New,0
T001842,C0311,2024-03-02,1055.23,P_CHAMPION,844.18,New,1
T001843,C0312,2024-04-11,389.55,P_PAYDAY,339.55,Loyal,1
T001844,C0312,2024-06-19,642.63,P_WEEKEND,612.63,Loyal,1
T001845,C0312,2024-03-24,856.74,NONE,856.74,Loyal,0
T001846,C0312,2024-05-23,626.58,NONE,626.58,Loyal,0
T001847,C0312,2024-03-07,365.8,NONE,365.8,Loyal,0
T001848,C0312,2024-02-21,460.91,NONE,460.91,Loyal,0
T001849,C0312,2024-03-15,998.41,P_LOYAL,848.65,Loyal,1
T001850,C0312,2024-03-20,780.56,P_LOYAL,663.48,Loyal,1
T001851,C0312,2024-05-22,619.67,NONE,619.67,Loyal,0
T001852,C0313,2024-05-19,156.75,P_PAYDAY,106.75,Loyal,1
T001853,C0313,2024-01-02,111.29,P_NEWYEAR,100.16,Loyal,1
T001854,C0314,2024-06-13,329.85,NONE,329.85,Loyal,0
T001855,C0314,2024-06-11,328.01,NONE,328.01,Loyal,0
T001856,C0314,2024-06-23,359.32,NONE,359.32,Loyal,0
T001857,C0315,2024-01-29,411.26,NONE,411.26,Loyal,0
T001858,C0315,2024-02-17,536.35,P_PAYDAY,486.35,Loyal,1
T001859,C0315,2024-06-11,250.14,NONE,250.14,Loyal,0
T001860,C0315,2024-01-21,849.11,P_LOYAL,721.74,Loyal,1
T001861,C0315,2024-03-19,575.02,P_LOYAL,488.77,Loyal,1
T001862,C0315,2024-06-05,260.33,P_LOYAL,221.28,Loyal,1
T001863,C0315,2024-01-01,715.28,NONE,715.28,Loyal,0
T001864,C0315,2024-03-16,538.05,P_WEEKEND,508.05,Loyal,1
T001865,C0315,2024-04-05,254.31,P_LOYAL,216.16,Loyal,1
T001866,C0315,2024-01-23,780.7,NONE,780.7,Loyal,0
T001867,C0316,2024-03-03,152.45,NONE,152.45,At-Risk,0
T001868,C0317,2024-04-04,2220.47,P_WEEKEND,2190.47,New,1
T001869,C0317,2024-01-10,1891.14,P_NEWYEAR,1702.03,New,1
T001870,C0317,2024-05-16,1470.12,NONE,1470.12,New,0
T001871,C0317,2024-01-29,2826.89,NONE,2826.89,New,0
T001872,C0317,2024-02-20,794.83,P_CHAMPION,635.86,New,1
T001873,C0317,2024-06-06,2306.22,P_CHAMPION,1844.98,New,1
T001874,C0317,2024-06-23,2913.67,P_WEEKEND,2883.67,New,1
T001875,C0317,2024-04-17,560.28,NONE,560.28,New,0
T001876,C0317,2024-02-07,552.45,NONE,552.45,New,0
T001877,C0317,2024-06-26,1586.53,NONE,1586.53,New,0
T001878,C0317,2024-02-02,749.42,P_PAYDAY,699.42,New,1
T001879,C0317,2024-06-25,2637.74,NONE,2637.74,New,0
T001880,C0317,2024-01-14,1933.24,P_NEWYEAR,1739.92,New,1
T001881,C0317,2024-03-21,1231.46,NONE,1231.46,New,0
T001882,C0317,2024-05-10,2398.03,NONE,2398.03,New,0
T001883,C0317,2024-01-09,519.31,NONE,519.31,New,0
T001884,C0317,2024-01-31,1687.97,NONE,1687.97,New,0
T001885,C0317,2024-06-23,2064.7,NONE,2064.7,New,0
T001886,C0317,2024-02-23,2050.51,NONE,2050.51,New,0
T001887,C0318,2024-04-26,1062.45,NONE,1062.45,Loyal,0
T001888,C0318,2024-04-02,2973.96,P_WEEKEND,2943.96,Loyal,1
T001889,C0318,2024-03-13,2550.69,NONE,2550.69,Loyal,0
T001890,C0318,2024-06-02,2611.03,P_WEEKEND,2581.03,Loyal,1
T001891,C0318,2024-05-09,599.89,NONE,599.89,Loyal,0
T001892,C0318,2024-04-05,1272.64,NONE,1272.64,Loyal,0
T001893,C0318,2024-02-13,1685.74,P_WEEKEND,1655.74,Loyal,1
T001894,C0318,2024-04-11,1444.66,NONE,1444.66,Loyal,0
T001895,C0318,2024-05-09,2137.76,NONE,2137.76,Loyal,0
T001896,C0318,2024-05-15,2767.19,P_PAYDAY,2717.19,Loyal,1
T001897,C0318,2024-02-16,693.3,NONE,693.3,Loyal,0
T001898,C0318,2024-05-11,529.38,P_WEEKEND,499.38,Loyal,1
T001899,C0318,2024-05-31,1137.72,P_CHAMPION,910.18,Loyal,1
T001900,C0319,2024-05-23,2046.11,NONE,2046.11,Champion,0
T001901,C0319,2024-06-04,783.04,NONE,783.04,Champion,0
T001902,C0319,2024-06-27,942.91,NONE,942.91,Champion,0
T001903,C0319,2024-06-02,1144.44,NONE,1144.44,Champion,0
T001904,C0319,2024-01-04,1083.08,NONE,1083.08,Champion,0
T001905,C0319,2024-03-25,2994.89,P_PAYDAY,2944.89,Champion,1
T001906,C0319,2024-05-22,2024.11,NONE,2024.11,Champion,0
T001907,C0319,2024-02-17,901.35,NONE,901.35,Champion,0
T001908,C0319,2024-03-24,884.36,NONE,884.36,Champion,0
T001909,C0320,2024-01-19,307.93,NONE,307.93,Champion,0
T001910,C0321,2024-05-14,362.09,P_WINBACK,271.57,New,1
T001911,C0321,2024-01-20,382.82,NONE,382.82,New,0
T001912,C0322,2024-02-21,2461.94,NONE,2461.94,At-Risk,0
T001913,C0322,2024-05-14,553.31,NONE,553.31,At-Risk,0
T001914,C0322,2024-04-03,2616.58,P_PAYDAY,2566.58,At-Risk,1
T001915,C0322,2024-05-03,790.67,NONE,790.67,At-Risk,0
T001916,C0322,2024-03-18,1650.18,NONE,1650.18,At-Risk,0
T001917,C0322,2024-01-27,1445.51,NONE,1445.51,At-Risk,0
T001918,C0322,2024-05-03,1899.58,P_WEEKEND,1869.58,At-Risk,1
T001919,C0322,2024-03-31,1301.09,P_WEEKEND,1271.09,At-Risk,1
T001920,C0322,2024-06-14,1043.62,P_WEEKEND,1013.62,At-Risk,1
T001921,C0322,2024-03-13,1376.59,P_CHAMPION,1101.27,At-Risk,1
T001922,C0322,2024-04-30,1258.31,NONE,1258.31,At-Risk,0
T001923,C0322,2024-03-12,2086.42,P_PAYDAY,2036.42,At-Risk,1
T001924,C0322,2024-06-02,1374.35,P_MIDYEAR,1174.35,At-Risk,1
T001925,C0322,2024-01-23,1183.93,NONE,1183.93,At-Risk,0
T001926,C0322,2024-05-06,726.37,NONE,726.37,At-Risk,0
